property_id,transaction_date,property_type,sale_price,purchase_price,buyer_name,seller_name,agent_name,commission_rate,profit
929,1/23/2020,apartment,176211.13,980376.93,Maxwell Dymock,Wang Eykelhof,Newton Trotton,0.04,-804165.8
930,1/19/2020,apartment,178238.49,122775.94,Sherrie Cammomile,Flem Blackborough,Frank Pauly,0.1,55462.55
931,7/19/2021,house,206335.51,366576.73,Hallsy Wren,Kelley Ockenden,Standford Pledge,0.07,-160241.22
932,6/12/2021,townhouse,578724.25,254729.61,Marve Nusche,Shantee Skrines,Norris Hathorn,0.08,323994.64
933,1/4/2020,apartment,252792.66,670244.76,Gertruda Lamerton,Romeo Barby,Tyler Laphorn,0.02,-417452.1
934,4/18/2020,house,67645.35,488441.64,Merrill Perone,Misty Hebbes,Cecile Bellam,0.04,-420796.29
935,3/22/2020,condo,53439.32,126751.55,Grenville Grahlmans,Jolee Paget,Michaeline Thews,0.02,-73312.23
936,7/16/2020,apartment,965995.87,967920.53,Aubrie Tidcomb,Tomasine Duff,Mair Tondeur,0.09,-1924.66
937,7/11/2021,house,786237.39,237159.59,Lind Fearnall,Ealasaid Grayley,Anthe Rowesby,0.08,549077.8
938,1/28/2020,townhouse,625241.95,191744.71,Guendolen Longstreeth,Tandi Sloegrave,Vally Chifney,0.01,433497.24
939,3/2/2020,apartment,157308.34,872435.98,Emanuele Bristoe,Stephen Prestedge,Chastity O'Garmen,0.06,-715127.64
940,7/24/2020,apartment,512082.48,855202.46,Howie Inns,Darby Trynor,Ardella Trappe,0.02,-343119.98
941,12/5/2021,house,736629.46,272275.81,Mace Hayle,Cathlene McCarlie,Vitoria Lorkins,0.08,464353.65
942,12/2/2020,townhouse,595262.98,140566.4,Dorris Sams,Lynde Bohlmann,Wyn Larter,0.06,454696.58
943,12/8/2020,condo,265609.45,289799.28,Roseann Delafont,Adolphus Jeschner,Flin O'Dowgaine,0.06,-24189.83
944,8/5/2021,condo,88586.9,698315.85,Ash Chesters,Kacey Hulls,Roda Delacourt,0.07,-609728.95
945,7/12/2021,apartment,209831.29,752252.65,Kerwinn Lambole,Ursula Norval,Chrisy Berthon,0.05,-542421.36
946,1/3/2020,house,275817.11,264079.72,Artus Bellows,Benedick Emett,Teena Pasticznyk,0.08,11737.39
947,1/29/2021,house,444071.63,986400.07,Hayward Whatmough,Robinet Lindop,Chery Lukovic,0.06,-542328.44
948,2/26/2020,townhouse,202284.72,58962.9,Catriona Mandre,Smith Veevers,Winifred Eberts,0.08,143321.82
949,8/24/2020,house,98487.1,954504.83,Corbie Puttergill,Boyd Anselmi,Jessa Burgan,0.07,-856017.73
950,6/13/2021,condo,735511.59,157422.24,Claudianus Braden,Karleen Venable,Julius Ladson,0.08,578089.35
951,1/14/2020,condo,149678.56,596562.93,Annmaria Hodgets,Pail Fautly,Dyanna Bettleson,0.04,-446884.37
952,3/7/2020,townhouse,532101.29,672986.49,Rena Struan,Merrili Grinham,Hadria Trewhela,0.06,-140885.2
953,5/18/2020,apartment,317927.86,239345.25,Sonnie Meddows,Lenette Charteris,Paulita Catchpole,0.05,78582.61
954,1/17/2020,townhouse,124920.42,138784.65,Syd Guiot,Esme Fink,Rance Birchner,0.1,-13864.23
955,8/13/2021,townhouse,346603.92,227301.98,Adorne Rosenstock,Sarita Soame,Raynor Jeacock,0.08,119301.94
956,9/15/2020,condo,481042.87,91130.47,Werner Yglesia,Rowe Derr,Vick Shank,0.1,389912.4
957,3/9/2021,apartment,918600.49,763261.16,Trixy Sture,Berthe Loche,Stafani Corrie,0.01,155339.33
958,2/3/2020,house,833594.78,240790.39,Jock Kellett,Frederich Gatrell,Homerus D'Enrico,0.04,592804.39
959,6/1/2020,house,144790.66,254872.02,Ariela Bremeyer,Brittaney Gaitskill,Reilly Feldheim,0.05,-110081.36
960,7/20/2020,condo,177852.11,475894.38,Bancroft De Domenicis,Ramonda Sheriff,Celie Deards,0.05,-298042.27
961,4/13/2021,house,560442.59,456767.33,Susana Symons,Janenna Heaviside,Beau Cleator,0.07,103675.26
962,10/6/2021,townhouse,52016.24,752939.77,Bernardine Oswell,Thain Hanlin,Gerhardt Lidbetter,0.1,-700923.53
963,9/28/2021,condo,114812.24,998700.15,Flory Nesby,See Fenelon,Jeffy Millimoe,0.08,-883887.91
964,9/30/2021,townhouse,181442.71,729814.33,Cyrill Cheng,Alphonse Halse,Kassie Hexam,0.08,-548371.62
965,3/9/2021,house,76312.88,767827.8,Dido Urien,Novelia Bonhill,Ellissa Hamshar,0.04,-691514.92
966,10/28/2020,house,997127.8,280939.77,Joletta Allgood,Emelen Noble,Katharine Muneely,0.09,716188.03
967,2/9/2020,townhouse,653631.14,407270.14,Kip Clemente,Atlanta Ivett,Libbey Schouthede,0.08,246361.0
968,6/24/2020,condo,321070.29,934614.41,Tina Jocelyn,Woody Rodger,Cristen Goaley,0.05,-613544.12
969,1/10/2021,apartment,91415.85,619715.9,Maura Heggman,Chrystal Hamley,Ellie Smyley,0.03,-528300.05
970,7/7/2020,apartment,975575.72,896815.25,Jennette Pressey,Hendrika Kincaid,Jordana Yuryaev,0.03,78760.47
971,4/6/2021,apartment,281766.21,580188.29,Francyne Poundsford,Roxane Jeffels,Corinna Greendale,0.09,-298422.08
972,11/4/2020,apartment,437757.17,855228.95,Kacie Rooze,Mortie Aymer,Joceline Plunkett,0.07,-417471.78
973,12/24/2020,apartment,693900.42,71275.37,Arlinda Deble,Nadean Eneas,Eleanora Eake,0.02,622625.05
974,4/29/2021,townhouse,592325.19,984458.93,Myron Downey,Alissa Lakeland,Sherie Hauxby,0.08,-392133.74
975,12/2/2021,house,216233.48,860610.99,Bea Fuzzey,Hastie Donnachie,Lorraine Lucio,0.09,-644377.51
976,12/19/2020,condo,762820.44,979415.05,Car Anster,Genna Dixsee,Elisabeth Plaister,0.03,-216594.61
977,12/8/2020,house,462622.15,219435.97,Adam Roz,Bibbye Duncklee,Jannelle Anan,0.03,243186.18
978,1/6/2020,apartment,943321.74,431295.09,Neila Louys,Antonino Barhims,Jessee Slay,0.08,512026.65
979,7/9/2020,townhouse,350928.29,549966.33,Roana Cuxson,Cull Skill,Koenraad Belcher,0.08,-199038.04
980,7/23/2020,condo,486778.63,936613.53,Codi Grassi,April Chrystie,Callida Scotter,0.1,-449834.9
981,1/17/2020,townhouse,912661.4,717174.22,Bren Stitch,Tasia Midgley,Chadwick Cutsforth,0.1,195487.18
982,6/3/2020,townhouse,904546.26,335427.18,Muriel Clowsley,Park Sey,Rich Bims,0.02,569119.08
983,2/9/2021,apartment,314900.4,847841.03,Randi Bellhanger,Alard Surplice,Gearalt Ridout,0.02,-532940.63
984,9/24/2020,condo,435098.62,385337.71,Darcie Wisdish,Haleigh Stud,Terencio Wilcot,0.01,49760.91
985,6/6/2020,townhouse,69685.75,137112.52,Myrvyn Whyborne,Emilia Mackstead,Dion Murch,0.1,-67426.77
986,12/10/2020,house,417569.99,328734.95,Huberto Adair,Karilynn Zute,Anastasia McCusker,0.09,88835.04
987,6/5/2021,apartment,235201.45,730620.11,Eamon Kardos-Stowe,Timmi Frank,Kathi Gobell,0.09,-495418.66
988,10/4/2021,house,816205.61,183683.73,Zebadiah Shoulder,Ade Coote,Anabella Averall,0.03,632521.88
989,8/22/2020,condo,621531.86,694664.3,Andris Shooter,Morris Barbisch,Sheena Wohlers,0.05,-73132.44
990,7/24/2021,apartment,279860.44,169386.56,Quinn Normaville,Aldon Denning,Avram Linnett,0.06,110473.88
991,2/1/2021,house,781446.84,703305.15,Marcelle Race,Edyth Lermit,Randie Tinwell,0.09,78141.69
992,9/9/2020,townhouse,156700.96,294624.7,Urbano Ramble,Emerson Pleasaunce,Fritz Proudlove,0.09,-137923.74
993,4/26/2021,townhouse,936091.58,276465.51,Lorene Henriet,Fons Shemilt,Millie Tomkin,0.05,659626.07
994,11/1/2020,townhouse,584820.13,292254.06,Melicent Anthoney,Wallie Pinchen,Tad Endean,0.04,292566.07
995,8/29/2020,condo,562253.53,167908.39,Valida Bartlosz,Bendite Yurkiewicz,Alexandra Persent,0.09,394345.14
996,1/2/2021,house,760215.44,436031.99,See Bromwich,Dede Cockrill,Humfrey Embleton,0.02,324183.45
997,3/22/2020,condo,378646.36,631635.12,Terrance Freddi,Roxy Parramore,Haydon Fritz,0.02,-252988.76
998,11/28/2020,apartment,486367.3,767525.65,Austina Artois,Orv Gomme,Loutitia O'Sesnane,0.06,-281158.35
999,11/4/2021,condo,285162.45,239476.04,Chad Sextone,Marillin Skeffington,Kilian Di Bartolommeo,0.01,45686.41
1000,8/13/2020,townhouse,262446.82,697251.82,Briggs Adamides,Ellene Goodhall,Mercedes Duer,0.04,-434805.0
